"","Source","Type","Session","Issue","Action","Vote","Last","First","Party","City","Role","District"
"24.36","sv0037","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Nay","Ringhand","Janis","D","Evansville","Senator",15
"25.36","sv0037","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Nay","Risser","Fred","D","Madison","Senator",26
"27.36","sv0037","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Nay","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"29.36","sv0037","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Nay","Taylor","Lena","D","Milwaukee","Senator",4
"34.36","sv0037","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Nay","Wirch","Robert","D","Kenosha","Senator",22
"6.36","sv0037","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND",NA,"Farrow","Paul","R","Pewaukee","Senator",33
"3.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","Cowles","Robert","R","Green Bay","Senator",2
"4.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","Darling","Alberta","R","River Hills","Senator",8
"7.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"11.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"14.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","Lasee","Frank","R","De Pere","Senator",1
"16.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","Lazich","Mary","R","New Berlin","Senate President",28
"17.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","LeMahieu","Devin","R","Oostburg","Senator",9
"18.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","Marklein","Howard","R","Spring Green","Senator",17
"20.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"26.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","Roth","Roger","R","Appleton","Senator",19
"28.9","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","Stroebel","Duey","R","Saukville","Senator",20
"30.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","Tiffany","Thomas","R","Hazelhurst","Senator",12
"31.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"32.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Aye","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"1.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Nay","Bewley","Janet","D","Ashland","Senator",25
"2.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Nay","Carpenter","Tim","D","Milwaukee","Senator",3
"5.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Nay","Erpenbach","Jon","D","Middleton","Senator",27
"9.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Nay","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"10.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Nay","Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"13.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Nay","Larson","Chris","D","Milwaukee","Senator",7
"15.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Nay","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"19.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Nay","Miller","Mark","D","Monona","Senator",16
"24.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Nay","Ringhand","Janis","D","Evansville","Senator",15
"25.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Nay","Risser","Fred","D","Madison","Senator",26
"27.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Nay","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"29.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Nay","Taylor","Lena","D","Milwaukee","Senator",4
"34.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND","Nay","Wirch","Robert","D","Kenosha","Senator",22
"6.37","sv0038","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 35","SHALL THE DECISION OF THE CHAIR STAND",NA,"Farrow","Paul","R","Pewaukee","Senator",33
"1.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Bewley","Janet","D","Ashland","Senator",25
"2.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Carpenter","Tim","D","Milwaukee","Senator",3
"3.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Cowles","Robert","R","Green Bay","Senator",2
"4.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Darling","Alberta","R","River Hills","Senator",8
"5.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Erpenbach","Jon","D","Middleton","Senator",27
"7.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"9.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"10.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"11.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"13.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Larson","Chris","D","Milwaukee","Senator",7
"14.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Lasee","Frank","R","De Pere","Senator",1
"15.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"16.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Lazich","Mary","R","New Berlin","Senate President",28
"17.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","LeMahieu","Devin","R","Oostburg","Senator",9
"18.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Marklein","Howard","R","Spring Green","Senator",17
"19.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Miller","Mark","D","Monona","Senator",16
"20.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"24.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Ringhand","Janis","D","Evansville","Senator",15
"25.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Risser","Fred","D","Madison","Senator",26
"26.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Roth","Roger","R","Appleton","Senator",19
"27.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"28.10","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Stroebel","Duey","R","Saukville","Senator",20
"29.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Taylor","Lena","D","Milwaukee","Senator",4
"30.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Tiffany","Thomas","R","Hazelhurst","Senator",12
"31.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"32.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Aye","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"34.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE","Nay","Wirch","Robert","D","Kenosha","Senator",22
"6.38","sv0039","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 82","CONCURRENCE",NA,"Farrow","Paul","R","Pewaukee","Senator",33
"1.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Bewley","Janet","D","Ashland","Senator",25
"2.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Carpenter","Tim","D","Milwaukee","Senator",3
"3.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Cowles","Robert","R","Green Bay","Senator",2
"4.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Darling","Alberta","R","River Hills","Senator",8
"5.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Erpenbach","Jon","D","Middleton","Senator",27
"7.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"9.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"10.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"11.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"13.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Larson","Chris","D","Milwaukee","Senator",7
"14.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Lasee","Frank","R","De Pere","Senator",1
"15.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"16.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Lazich","Mary","R","New Berlin","Senate President",28
"17.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","LeMahieu","Devin","R","Oostburg","Senator",9
"18.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Marklein","Howard","R","Spring Green","Senator",17
"19.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Miller","Mark","D","Monona","Senator",16
"20.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"24.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Ringhand","Janis","D","Evansville","Senator",15
"25.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Risser","Fred","D","Madison","Senator",26
"26.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Roth","Roger","R","Appleton","Senator",19
"27.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"28.11","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Stroebel","Duey","R","Saukville","Senator",20
"29.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Taylor","Lena","D","Milwaukee","Senator",4
"30.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Tiffany","Thomas","R","Hazelhurst","Senator",12
"31.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"32.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"34.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE","Aye","Wirch","Robert","D","Kenosha","Senator",22
"6.39","sv0040","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 125","CONCURRENCE",NA,"Farrow","Paul","R","Pewaukee","Senator",33
"1.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Bewley","Janet","D","Ashland","Senator",25
"2.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Carpenter","Tim","D","Milwaukee","Senator",3
"3.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Cowles","Robert","R","Green Bay","Senator",2
"4.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Darling","Alberta","R","River Hills","Senator",8
"5.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Erpenbach","Jon","D","Middleton","Senator",27
"7.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"9.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"10.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"11.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"13.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Larson","Chris","D","Milwaukee","Senator",7
"14.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Lasee","Frank","R","De Pere","Senator",1
"15.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"16.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Lazich","Mary","R","New Berlin","Senate President",28
"17.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","LeMahieu","Devin","R","Oostburg","Senator",9
"18.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Marklein","Howard","R","Spring Green","Senator",17
"19.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Miller","Mark","D","Monona","Senator",16
"20.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"24.40","sv0041","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 126","CONCURRENCE","Aye","Ringhand","Janis","D","Evansville","Senator",15
